date,text,rating,translated_text
2022-12-07,"I started subscribing to Disney+ a month ago because I was interested in some of their content. I downloaded the app, subscribed through the application, and I have been surfing through their movies and TV shows ever since. Coming from using Netflix, I found some pros and cons pretty early on. 

Pros:
- Amazing, very wide, and world renowned content
- Much more affordable than their competition
- The application is quite intuitive
- Video resolution is top notch
- Love the way they group movies and tv shows on the bottom navigation bar
- Love how I can watch movies in portrait so I can scroll through other information beneath

Cons:
- No dark mode
- Can’t set my age so I wouldn’t have to press continue on every episode for series that has mature content
- After I leave the app mid-movie, it doesn’t take much for it to reload the whole application, so I lose my movie progress
- Does not pick up where I left off, especially if I use multiple devices (i.e. iPhone and MacBook) so I am forced to scroll through the timeline to see where I last watched it
- If I leave portrait orientation lock to OFF, every time I watch in landscape mode and I play the next episode of a series that has mature content, the modal for me to continue glitches and I can not press on anything to continue
- No PIP in iPhone

So, overall Disney+ is great but the app is horrible. Little ways where it can help improve and smoothens customer journey were left out. At the end of the day, the cons outweighed the pros for me. So, after watching my favorite TV shows, I’m out unless the app gets fixed.",3,"Saya mulai berlangganan Disney+ sebulan yang lalu karena saya tertarik dengan beberapa konten mereka. Saya mengunduh aplikasinya, berlangganan melalui aplikasi tersebut, dan sejak saat itu saya menjelajahi film dan acara TV mereka. Sejak menggunakan Netflix, saya menemukan beberapa pro dan kontra sejak awal. 

Kelebihan:
- Konten luar biasa, sangat luas, dan terkenal di dunia
- Jauh lebih terjangkau dibandingkan pesaingnya
- Aplikasi ini cukup intuitif
- Resolusi video adalah yang terbaik
- Suka cara mereka mengelompokkan film dan acara TV di bilah navigasi bawah
- Suka bagaimana saya bisa menonton film dalam potret sehingga saya dapat menelusuri informasi lain di bawah

Kontra:
- Tidak ada mode gelap
- Usiaku tidak bisa diatur, jadi aku tidak perlu menekan tombol lanjutkan di setiap episode untuk serial yang memiliki konten dewasa
- Setelah saya keluar dari aplikasi di tengah film, tidak butuh waktu lama untuk memuat ulang seluruh aplikasi, jadi saya kehilangan kemajuan film saya
- Tidak melanjutkan dari bagian terakhir yang saya tonton, terutama jika saya menggunakan beberapa perangkat (yaitu iPhone dan MacBook) sehingga saya terpaksa menelusuri timeline untuk melihat di mana terakhir kali saya menontonnya
- Jika saya membiarkan kunci orientasi potret ke OFF, setiap kali saya menonton dalam mode lanskap dan saya memutar episode berikutnya dari serial yang memiliki konten dewasa, modal bagi saya untuk melanjutkan gangguan dan saya tidak dapat menekan apa pun untuk melanjutkan
- Tidak ada PIP di iPhone

Jadi, secara keseluruhan Disney+ bagus tapi aplikasinya jelek. Cara-cara kecil yang dapat membantu meningkatkan dan memperlancar perjalanan pelanggan telah diabaikan. Pada akhirnya, kerugiannya lebih besar daripada keuntungannya bagi saya. Jadi, setelah menonton acara TV favorit saya, saya keluar kecuali aplikasinya diperbaiki."
2022-07-16,Would you mind to make feature ‘share to media social’ like playlist?,4,Maukah Anda menjadikan fitur 'berbagi ke media sosial' seperti playlist?
2020-11-11,"Tolong perbaiki lg aplikasinya, saya udah bayar utk berlangganan namun ketika klik play movienya malah error ( masalah pada saat menyambungkan langganan ).
Ini aplikasi bikin emosi aja dah bayar tapi ga bisa diplay",1,"Tolong perbaiki lg aplikasinya, saya udah bayar utk berlangganan namun ketika klik play movienya malah error ( masalah pada saat menyambungkan langganan ).
Ini aplikasi bikin emosi aja dah bayar tapi ga bisa diplay"
2020-09-05,Omg seneng bgt disney+ muncul di Indonesia!,5,Omg seneng bgt disney+ muncul di Indonesia!
2020-09-13,"Ok now i can cast it on my chronecast, 5 stars for you cheers",5,"Oke sekarang saya bisa melemparkannya ke chromecast saya, 5 bintang untuk Anda, bersorak"
2022-05-05,"Ngedownload lama parah.. padahal jaringan bagus penyimpanan kosong.. terus tiap nge download gabisa dijeda, sekalinya dijeda download nya nge refresh ke 0% lagi !.",1,"Downloadnya lama.. padahal jaringannya bagus tapi penyimpanannya kosong.. tiap kali download terus dipause, begitu download dijeda, refresh lagi ke 0%!."
2022-07-15,GBS PAKE WIFI COK NI PAKET DATA TRS WE LIATNYA😭,4,GBS PAKE WIFI COK NI PAKET DATA TRS WE LIATNYA😭
2020-10-04,I can not see the movie with chromecast gen3 fw 1:49 always loading… please fix it,2,Saya tidak dapat melihat film dengan chromecast gen3 fw 1:49 selalu memuat… tolong perbaiki
2020-12-22,"Bagus..., bagus banget👍👍👍👍👍",5,"Bagus..., bagus banget👍👍👍👍👍"
2022-02-13,something went wrong. check again next time,3,ada yang tidak beres. periksa lagi lain kali
2020-09-05,Good job,5,Kerja bagus
2020-10-07,Saya udah berlangganan pake DANA tapi kenapa film tetel gabisa dibuka?,1,Saya udah berlangganan pake DANA tapi kenapa film tetel gabisa dibuka?
2022-01-11,Why i can’t download any single video on that’s App,1,Mengapa saya tidak dapat mengunduh satu video pun di Aplikasi itu
2022-09-03,"Please add dark mode, thank you.",5,"Silakan tambahkan mode gelap, terima kasih."
2022-06-13,Can you add Peaky Blinders? I wanted to watch it but i’m not at home and I can’t use my data to watch netflix so please?,1,"Bisakah Anda menambahkan Peaky Blinders? Aku ingin menontonnya tapi aku tidak di rumah dan aku tidak bisa menggunakan dataku untuk menonton netflix, jadi tolong?"
2022-09-11,Why so slow if we want to download,3,Kok lambat sekali kalau kita mau download
2022-06-23,"Tolong yg adegan adegan 18+nya jangan di percepat cepat dong, ga seru jadinya",3,"Tolong jangan mempercepat adegan 18+, itu tidak akan menyenangkan"
2020-09-11,Ga da fitur cast ke led tv... kalah bersaing dengan layanan streaming yg lain2...,1,Ga da fitur cast ke led tv... kalah bersaing dengan layanan streaming yg lain2...
2020-11-19,Pembayaran tak masuk ke akun. Silahkan cek 8902276800215797,1,Pembayaran tak masuk ke akun. Silahkan cek 8902276800215797
2020-12-05,"Udah paling bener download disney+ yang asli daripada beli disney H ,semua di seleksi film disney yang masuk ke indo ,udah gt ga ada 4k buat appleTV , udeh netflix aja paling bener,kalo udah berbau indonesia pasti dipolitikin nih , tau aje cuan",1,"Udah paling bener download disney+ yang asli daripada beli disney H ,semua di seleksi film disney yang masuk ke indo ,udah gt ga ada 4k buat appleTV , udeh netflix aja paling bener,kalo udah berbau indonesia pasti dipolitikin nih , tau aje cuan"
2022-06-13,Kenapa kode vertifikasi gak masuk” padahal sinyal bagus,1,Kenapa kode vertifikasi gak masuk” padahal sinyal bagus
2020-09-11,"Good apps, but i prefer indonesia subtitle rather than indonesian dub. If you add subtitle choice, i will change my review to 5 stars",3,"Aplikasi bagus, tapi saya lebih suka subtitle indonesia daripada dubbing bahasa indonesia. Jika Anda menambahkan pilihan subtitle, saya akan mengubah ulasan saya menjadi 5 bintang"
2020-11-04,Where the f is dark mode setting?,1,Di mana f pengaturan mode gelap?
2022-01-25,i can’t watch the videos offline even tho i already download the episodes. so what’s the point of download in the first place?,1,saya tidak dapat menonton videonya secara offline meskipun saya sudah mengunduh episodenya. jadi apa gunanya mendownload?
2020-11-04,"Aplikasi yang sering crash sewaktu menonton dan film yang disajikan pun kebanyakan film lawas. Kalaupun ada film terbaru, harus membayar lagi untuk bisa nonton.",1,"Aplikasi yang sering crash sewaktu menonton dan film yang disajikan pun kebanyakan film lawas. Kalaupun ada film terbaru, harus membayar lagi untuk bisa nonton."
2022-02-11,Disney Indonesia succkkkkkss! I paid and cannot watching anything!!!,1,Disney Indonesia payah! Saya membayar dan tidak dapat menonton apa pun!!!
2020-09-04,"Low price for subscription is nice, but it doesn’t offset the fact that the service lacks crucial feature like the ability to cast to TV using Google Cast / AirPlay, ability to login with email address. The content is actually different with the US. There is no new Mulan movie.",1,"Harga berlangganan yang murah memang bagus, namun hal ini tidak mengimbangi fakta bahwa layanan ini tidak memiliki fitur penting seperti kemampuan mentransmisi ke TV menggunakan Google Cast / AirPlay, kemampuan untuk login dengan alamat email. Isinya justru berbeda dengan AS. Tidak ada film Mulan baru."
2020-09-05,Develop appsnya supaya bisa connect ke TV atau chromecast ya,3,Develop appsnya supaya bisa connect ke TV atau chromecast ya
2022-09-11,Woyyyy lah kenapa episode The Owl House ga lengkapppp,4,Woyyy itulah akhir dari episto Field the House of
2020-12-15,"The titles here are refreshing, either the new one or the old one. the colour inside the app is refreshing the eye too.",5,"Judul-judul di sini menyegarkan, baik yang baru maupun yang lama. warna di dalam aplikasi juga menyegarkan mata."
2020-12-26,Very difficult to fast forward on apple tv.,2,Sangat sulit untuk mempercepat di apple tv.
2022-11-02,I cannot login using my apple ID although I already subscribe for 1 year. It only login using phone number.,1,Saya tidak bisa login menggunakan ID Apple saya padahal saya sudah berlangganan selama 1 tahun. Itu hanya login menggunakan nomor telepon.
2020-09-10,Ga bisa casting dari iPhone & iPad. Come on. Ini 2020 lho 😂,5,Ga bisa casting dari iPhone & iPad. Come on. Ini 2020 lho 😂
2020-09-25,"Cuma bisa di iphone ga ada di apple tv.. kualitas ga ada yg 4k ato hdr.. ga bisa mirroring.. series ga lengkap.. untung cuma langganan yg promo telkomsel, abis promo nya ga bakal langganan lagi.. pantes murah.. ternyata murahan..",1,"Cuma bisa di iphone ga ada di apple tv.. kualitas ga ada yg 4k ato hdr.. ga bisa mirroring.. series ga lengkap.. untung cuma langganan yg promo telkomsel, abis promo nya ga bakal langganan lagi.. pantes murah.. ternyata murahan.."
2020-09-05,This app has Indonesia dubbing for almost all movies and TV series and I love it.,5,Aplikasi ini memiliki dubbing Indonesia untuk hampir semua film dan serial TV dan saya menyukainya.
2022-10-09,"Can’t continue payment using gopay, instead opening gojek app, its open the browser and make the payment flow broken",3,"Tidak bisa melanjutkan pembayaran menggunakan gopay, malah membuka aplikasi gojek, malah membuka browser dan membuat alur pembayaran terhenti"
2022-09-02,Hello Everything Good News Disney+ Your With Movie Time We Thank You For Business News,5,Halo Semuanya Kabar Baik Disney+ Anda Dengan Waktu Film Kami Terima Kasih Atas Berita Bisnis
2020-10-13,"It’s not a bad application but it can be better, please give us a profile, so everyone can get one & things don’t get messy in the app (just like netflix it can be up to 4/5 profiles in one account) and please improve the resolution sometimes it’s really bad. Thank you.",3,"Ini bukan aplikasi yang buruk tapi bisa lebih baik, tolong beri kami profil, sehingga semua orang bisa mendapatkannya & hal-hal tidak berantakan di aplikasi (seperti Netflix, bisa sampai 4/5 profil dalam satu akun) dan tolong perbaiki resolusinya kadang-kadang sangat buruk. Terima kasih."
2020-09-04,Please add dark mode feature please,5,Silakan tambahkan fitur mode gelap
2020-09-07,"Mengecewakan! 

Walaupun uda di update, saat menggunakan kabel HDMI masih bermasalah ga bisa di putar di TV! 

Selalu muncul keterangan “screen recording detected...” 

Sangat mengganggu!",1,"Mengecewakan! 

Walaupun uda di update, saat menggunakan kabel HDMI masih bermasalah ga bisa di putar di TV! 

Selalu muncul keterangan “screen recording detected...” 

Sangat mengganggu!"
2020-09-24,Saya masi belum menemukan cara install app ini di appletv 4k. Sedangkan untuk di ipad/iphone kualitas sangat baik,4,Saya masi belum menemukan cara install app ini di appletv 4k. Sedangkan untuk di ipad/iphone kualitas sangat baik
2020-09-04,Kan udah bayar di Telkomsel kok bayar lagi ?,5,Kan udah bayar di Telkomsel kok bayar lagi ?
2020-11-01,Please add english subs to every movies and series... sometimes when you are chewing your snacks.. you cant even hear the movie 😤,3,Harap tambahkan subs bahasa Inggris ke setiap film dan serial... terkadang saat Anda sedang mengunyah makanan ringan.. Anda bahkan tidak dapat mendengarkan filmnya 😤
2022-02-01,"UDH CAPE2 DOWNLOAD MASIH AJA BUFFERING, UDH GITU SUBTITLE GAMAU NONGOL. GAJELASSSS ASLII",1,"UDH CAPE2 DOWNLOAD MASIH AJA BUFFERING, UDH GITU SUBTITLE GAMAU NONGOL. GAJELASSSS ASLII"
2022-02-19,"Heran lah pake streaming lain lancar-lancar aja nontonnya, giliran streaming ini kalo udah setengah episode buffering pasti. Mesti restart app kalo mau bufferingnya hilang",3,"Heran lah pake streaming lain lancar-lancar aja nontonnya, giliran streaming ini kalo udah setengah episode buffering pasti. Mesti restart app kalo mau bufferingnya hilang"
2022-02-21,Sudah mahal mahal berlangganan kok masuknya ke nomor lain tolong diperbaikin atau balikin saldo nya,1,Sudah mahal mahal berlangganan kok masuknya ke nomor lain tolong diperbaikin atau balikin saldo nya
2020-09-05,Not compatible with Chromecast,2,Tidak kompatibel dengan Chromecast
2022-01-07,Kode otp nya lama bgt aswww selebihnya good aja,4,Kode otp nya lama bgt aswww selebihnya good aja
2020-12-06,Lov this app,5,Suka aplikasi ini
2022-06-22,Berkali kali selalu bermasalah dengan OTP tak diterima,2,Berkali kali selalu bermasalah dengan OTP tak diterima
2020-11-28,Please make it available for mirroring to smart TV,3,Harap sediakan untuk mirroring ke smart TV
2022-08-17,Mau login aja nunggu kode otp nggak masuk-masuk,5,Mau login aja nunggu kode otp nggak masuk-masuk
2020-09-04,Terima kasih sudah mewujudkan disney+ di Indonesia,5,Terima kasih sudah mewujudkan disney+ di Indonesia
2020-09-13,Baru liat iklan udh seneng tau nya bayar 🙂👍🏻,1,Saya baru saja melihat iklannya dan saya senang mengetahui bahwa saya membayar 🙂👍🏻
2022-10-08,"A lot of bug in the app, ask if im 21+ every single episode, making it inconvenient to bingewatch. Screen keep rotating it makes no sense. Probably will unsubscribe, Netflix soooooo much better",1,"Banyak bug di aplikasi, tanyakan apakah saya berusia 21+ di setiap episode, sehingga tidak nyaman untuk menonton secara berlebihan. Layar terus berputar tidak masuk akal. Mungkin akan berhenti berlangganan, Netflix jauh lebih baik"
2020-09-24,"Well I got what I kinda got what I wanted in unlimited frozen, lion kings and disney kid shows. But.... some episodes and seasons are jumbled up for example futurama. It should be a simple fix... why is it taking so long??",3,"Ya, saya mendapatkan apa yang saya dapatkan dari pertunjukan beku, raja singa, dan anak-anak Disney yang tidak terbatas. Tapi.... beberapa episode dan season campur aduk misalnya futurama. Seharusnya perbaikannya sederhana... kenapa lama sekali??"
